firm,date_review,job_title,current,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt,recommend,ceo_approv,outlook,headline,pros,cons
Jaguar-Land-Rover,2021-05-19, Systems Engineer,"Current Employee, more than 1 year","Birmingham, England, England",3,4.0,2.0,2.0,1.0,1.0,1.0,x,r,r,Progression can be difficult,Great variation of people around you on the low working level. Work can be interesting and there’s always things to do.,"Progression can take a long time and often you end up doing the work but you don’t get the promotion you deserve. 
Too much of a hierarchy culture.
No BAME or women on the board and in high up positions. This is pretty poor and disappointing for such a big British company."
Jaguar-Land-Rover,2021-01-03, Receptionist,"Former Employee, less than 1 year","Bellevue, WA",2,1.0,1.0,1.0,1.0,1.0,1.0,x,r,x,Former Receptionist,Fun to hangout with co-workers,No way to move up
Jaguar-Land-Rover,2021-04-08, Transmission Engineer,"Former Employee, more than 10 years","Coventry, England, England",3,3.0,1.0,4.0,2.0,4.0,1.0,x,x,x,Inept management,Great people to work with,"Inept management, the product always came second"
Jaguar-Land-Rover,2021-02-20, Senior Engineer,"Current Employee, more than 3 years","Mahwah, NJ",3,1.0,4.0,4.0,5.0,3.0,3.0,o,r,x,A lot to do and not enough people,Lots of opportunity for growth,"Work life balance, stability, each person takes on multiple roles"
Jaguar-Land-Rover,2020-10-02, Software Engineer,"Current Employee, more than 1 year","Gaydon, England, England",4,5.0,3.0,3.0,4.0,3.0,2.0,x,x,x,Slow,Chill working environmnet and cool vehicles to work with,Very slow development and a lot of paperwork needed
Jaguar-Land-Rover,2020-10-27, IMT,Current Employee,"Wolverhampton, England, England",5,5.0,1.0,5.0,1.0,3.0,1.0,v,o,x,"Good money, no job satisfaction","Good money. 
Good training available.
Clean anda safe environment.","No job satisfaction. 
Unskilled people managing skilled people."
Jaguar-Land-Rover,2020-10-05, Mechanical Engineer,Current Employee,"Banbury, England, England",4,4.0,4.0,4.0,4.0,4.0,4.0,v,r,r,Good,"Good Balance work/life, looking after employees","Huge group, stuff happen quite slowly"
Jaguar-Land-Rover,2021-05-11, Production Leader,"Current Employee, more than 8 years","Birmingham, England, England",5,3.0,3.0,3.0,3.0,3.0,3.0,v,o,r,Salary,Salary is good and Holiday entitlement also,Shift work can lead to poor work life balance
Jaguar-Land-Rover,2020-12-28, Lead Engineer,"Current Employee, more than 5 years","Birmingham, England, England",4,4.0,4.0,4.0,4.0,4.0,4.0,v,r,v,Ok,Generally a good environment. Trying to improve constantly,Still has areas where improvement is required.
Jaguar-Land-Rover,2021-01-14, Vehicle Safety Engineer,"Current Employee, more than 1 year","Gaydon, England, England",3,4.0,2.0,1.0,1.0,1.0,1.0,x,o,o,It's OK,Lots of very nice and friendly people,Extremely stagnant culture. Takes absolutely ages to get anything done.
Jaguar-Land-Rover,2021-03-31, Product Manager,Current Employee,"Coventry, England, England",3,3.0,2.0,5.0,4.0,3.0,2.0,v,r,r,Great place for niche areas,"Advantage of being OEM
Working on latest tech","Red tape
Conventional & legacy processes are not fit for everything"
Jaguar-Land-Rover,2020-10-13, Anonymous Employee,"Former Employee, more than 5 years","New York, NY",3,2.0,3.0,3.0,5.0,3.0,1.0,v,v,v,Good place to learn.,Intense work environment to learn more.,Can be too stressful as the demands are pretty high.
Jaguar-Land-Rover,2021-05-30, Manufacturing Associate,Current Employee,"Birmingham, England, England",4,2.0,3.0,4.0,4.0,3.0,2.0,v,v,r,Great money for job you do,"Easy work
Clean environment
Good money
Great opportunities to progress","Repetitive work can feel like treated like school children at times
Shift pattern can change frequently"
Jaguar-Land-Rover,2021-01-18, Construction,"Former Employee, more than 5 years","Birmingham, England, England",3,4.0,3.0,4.0,3.0,3.0,1.0,o,o,o,Good place to work,Lots to do and constantly new projects to work on . All levels of work from small works to new buildings with a grand team to work with in the office,"New senior management have destroyed the place. Blame culture and no support, they lost a lot of good loyal staff due to driving them away"
Jaguar-Land-Rover,2021-01-10, Technician,"Current Employee, more than 10 years","Coventry, England, England",5,4.0,4.0,4.0,3.0,5.0,4.0,v,v,v,top class company,great benefits and working conditions,"poor middle management,to much of it"
Jaguar-Land-Rover,2021-03-16, Systems Engineer,Current Employee,"Limerick, Limerick, Limerick",4,4.0,4.0,5.0,3.0,4.0,3.0,v,o,v,Good company,"Leading edge technologists, great work-life balance","Over complicated, autocratic, difficult to navigate"
Jaguar-Land-Rover,2021-02-12, Project Lead,"Current Employee, more than 5 years","Birmingham, England, England",3,4.0,3.0,2.0,4.0,3.0,4.0,o,r,x,Predictable experience for a company of this size,"If you get to work on a good project, it can be a lot of fun",too much red tape and you are but a small cog in a large machine
Jaguar-Land-Rover,2021-03-30, Systems Engineer,"Current Employee, more than 8 years","Coventry, England, England",3,3.0,2.0,3.0,3.0,4.0,2.0,x,r,x,.,Lots of interesting projects and good initiatives,Lots of unnecessary changes and chaotic
Jaguar-Land-Rover,2021-05-09, Data Analyst,Current Employee,"Manchester, England, England",3,5.0,4.0,2.0,2.0,3.0,3.0,v,r,r,Decent,"Exciting projects,
Trying to change for the better",Needs a better defined strategy
Jaguar-Land-Rover,2021-03-03, Manager,"Current Employee, more than 5 years","Whitley, West Midlands, England, England",4,3.0,2.0,4.0,4.0,4.0,3.0,v,o,v,Tough Love,Good spirited people and well paid,Hard work constantly under timing pressure - not for everybody
Jaguar-Land-Rover,2021-02-07, 3D Artist,Current Employee,"Milton Keynes, England, England",4,3.0,3.0,4.0,2.0,3.0,4.0,v,v,v,Safe and secure,"Good teamwork
Many benefits 
Always have a task to do","There is no further development for 3D artist
No progressing"
Jaguar-Land-Rover,2021-03-18, Retailer Network Development/Administrator/Trainer,Former Employee,Dubai,5,5.0,5.0,5.0,5.0,5.0,4.0,v,v,v,"Great Company to work For, invests in the employees","Excellent compensation, rewards and benefits.",None that i came across
Jaguar-Land-Rover,2020-12-29, Sales Guide,Former Employee,"Cincinnati, OH",5,2.0,5.0,5.0,3.0,4.0,5.0,v,v,v,a,Lots of opportunity to be successful,You work alot of hours
Jaguar-Land-Rover,2020-12-13, Project Engineer,Current Employee,"Leamington, England, England",4,3.0,3.0,2.0,3.0,5.0,2.0,v,r,r,Good job but a bit stressful,"Pay, Benefits, Flexible hours, Psychological support, Maternal leave","Long hours, Repetitive, Admin work, Management, Few promotions"
Jaguar-Land-Rover,2021-04-02, Software Engineer,"Current Employee, more than 1 year",Budapest,4,4.0,5.0,3.0,3.0,4.0,3.0,v,v,v,A good place to work,"Modern workplace environment
Salary is competitive
Access to vehicles for product experience 
Work colleagues nice to work with","Lack of training/ dvelopment opportunities
No real path to progressing up the cimpany
Like any big company, sometimes difficult to get what you need to get the job done
Company not agile enough in reacting to a changing customer tastes"
Jaguar-Land-Rover,2021-02-04, Software Engineer,"Former Employee, more than 1 year","Manchester, England, England",1,3.0,1.0,1.0,1.0,3.0,1.0,x,r,x,Avoid - Worst employer I have worked for,"Good pension. 
Access to O'Reilly.","Not a nice atmosphere. Bullying atmosphere sometimes, particularly from management. The way that one manager spoke to me was awful on one occasion, totally unprofessional.

I was aware of several people on PIPs (performance improvement plans) including myself - about 5 people, out of an office of only 50 people. I knew two of these people, and thought they were on a PIP unfairly. I think mine was unfair too. All 3 of us left the company shortly afterwards.

Cleaners didn't do the kitchen area. So all developers had a rota. When it was your turn, you had to take everyone's mugs, put in the dishwasher, take them out, etc... everywhere else I have worked has hired a cleaner to do this.

Lack of work when I was there. One developer was placed on a manual testing job for about 2 months. He left because of it. He was one of the people on a PIP and told me that he thought he'd been placed on this job because the company wanted him to quit."
Jaguar-Land-Rover,2021-03-03, Manager,"Current Employee, more than 3 years","Warwick, West Midlands, England, England",1,1.0,1.0,1.0,1.0,2.0,1.0,x,o,r,Leadership behaviours,"Nice cars, good people at team level","Bullying and poor leadership, especially in engineering"
Jaguar-Land-Rover,2020-10-09, Aerodynamics Engineer,"Former Employee, more than 3 years","Gaydon, England, England",4,3.0,3.0,4.0,5.0,5.0,4.0,v,v,r,Aerodynamics Engineer JLR,"Great pay and benefits, exciting products, very busy and professional development","Politics, lack of strong leadership"
Jaguar-Land-Rover,2020-10-27, Manufacturing Team Leader,Current Employee,"Birmingham, England, England",3,2.0,3.0,4.0,3.0,5.0,3.0,v,r,r,Very good place to work for the most part,Very good salary plus benefits,None that I would put on here
John-Lewis-and-Partners,2021-04-07, Payments and Operations Administrator,"Former Employee, more than 1 year","Didsbury, England, England",4,3.0,4.0,4.0,2.0,4.0,1.0,x,r,r,Okay,"Environment (before Covid)
Not hard work","Stress, team managers, pay is poor, horrible customers"
John-Lewis-and-Partners,2021-01-27, Buying Assistant,Current Employee,"London, England, England",4,3.0,5.0,5.0,2.0,5.0,5.0,v,v,r,Great company,"All the partners are lovely, great partner discount",Little progression opportunities and no bonuses
John-Lewis-and-Partners,2021-03-24, Administrative Assistant,"Former Employee, less than 1 year","Didsbury, England, England",2,3.0,2.0,4.0,2.0,5.0,1.0,x,r,r,Not what was advertised,Partnership perks and nice office campus,"It was just like any other call centre, not an admin job as advertised. No office culture, and patronising training scheme"
John-Lewis-and-Partners,2021-02-09, Retail Sales Assistant,"Former Employee, more than 1 year","London, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Great experience,A caring environment containing great colleagues,Nothing standout to add here
John-Lewis-and-Partners,2020-12-28, Warehouse Worker,Current Employee,"Milton Keynes, England, England",4,3.0,2.0,4.0,4.0,2.0,3.0,v,r,r,Simple work,"Good pay-rate, comprehensive training, friendly staff and atmosphere","Unpredictable hours, occasional miss-management of resources, over/ understaffing issues"
John-Lewis-and-Partners,2021-02-02, Christmas Temp,"Former Employee, less than 1 year","Exeter, England, England",5,4.0,5.0,5.0,3.0,4.0,4.0,o,o,o,Great environment to work in,"- Approachable managers 
- Good length breaks
- Free / cheap food and coffee 
- Friendly colleagues",- The recruitment process was slow
John-Lewis-and-Partners,2020-12-30, Senior Sales Executive,"Former Employee, less than 1 year","Kingston upon Thames, England, England",4,3.0,4.0,3.0,3.0,4.0,3.0,v,r,r,Great,"Partnership, interview process, secret shoppers","lack training, lacks staff building"
John-Lewis-and-Partners,2020-10-03, Senior Implementation Manager,Former Employee,"London, England, England",4,3.0,4.0,4.0,3.0,4.0,3.0,v,o,x,Good place to work,Overall package is good and easy to use,Lack of direction at senior level
John-Lewis-and-Partners,2021-04-29, Customer Advisor,"Current Employee, more than 5 years","Birmingham, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,o,v,Great,Social life is really good,Non cons to be made about there
John-Lewis-and-Partners,2021-04-23," Catering Assistant, Barista","Former Employee, less than 1 year","Kingston upon Thames, England, England",4,3.0,4.0,3.0,4.0,4.0,3.0,v,r,x,7 months full time,"decent pay for the work, good benefits, managers generally flexible if you want to change shifts",Made me do more unpleasant/physically taxing work than most of my colleagues as I was young. Management clearly give preferential treatment to their favourites.
John-Lewis-and-Partners,2021-03-03, Logistics Coordinator,Current Employee,"Milton Keynes, England, England",3,3.0,3.0,4.0,3.0,4.0,2.0,x,x,r,Adminstration,"supportive 
varied
Team work
many benefits
Normal hours
Good pension","Can be restrictive
close minded
if your face fits
un willing to help
often not supported"
John-Lewis-and-Partners,2021-03-25, Sales Assistant,"Former Employee, less than 1 year","Newcastle upon Tyne, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Positive Work Experience,So supportive and a lovely team to work with.,A very high intensity job.
John-Lewis-and-Partners,2021-03-02, Merchandiser,Current Employee,"London, England, England",3,2.0,3.0,3.0,2.0,3.0,2.0,x,r,r,x,"Friendly, Discount, Team ,Reward , Other.","Work hrs, Communication, Complexity, Size, Structure"
